"101268","<python><hidden-features>","1085","20080919","179"
"81584","<python><ide><tools><editor><polls>","856","20080917","124"
"231767","<python><yield>","384","20081023","10"
"2573135","<python><self-improvement><progress>","293","20100404","19"
"3684484","<python><image-processing>","281","20100910","18"
"550632","<python><django><hidden-features>","268","20090215","52"
"101754","<python><android><ase><android-scripting>","260","20080919","10"
"100003","<python><oop><metaclass><python-datamodel>","239","20080919","9"
"5928061","<java><.net><python><keyboard><midi>","227","20110508","17"
"36932","<python><enums>","223","20080831","31"
"739654","<python><decorator>","197","20090411","6"
"82831","<python><filesystems>","164","20080917","12"
"48681","<python><django><pylons><web-frameworks>","151","20080907","14"
"886221","<python><django><web-development><web-applications><scalability>","147","20090520","23"
"56011","<python><coding-style>","126","20080911","20"
"53513","<python><collections><list><tuples>","115","20080910","8"
"1132941","<python><language-design><least-astonishment>","115","20090715","14"
"394809","<python><operators><ternary-operator>","114","20081227","8"
"136097","<python><decorator>","110","20080925","8"
"287871","<python><linux><terminal>","109","20081113","13"
"423379","<python><global-variables>","109","20090108","7"
"2710537","<python><robotics><handicap>","108","20100426","6"
"3637668","<python><ruby><perl><bash><shell>","106","20100903","9"
"115495","<python><gui><cross-platform>","106","20080922","21"
"89228","<python><command><external>","105","20080918","14"
"110259","<python><memory-management><profiling>","103","20080921","3"
"38987","<python><syntax><dictionary>","100","20080902","8"
"275018","<python><newline>","94","20081108","8"
"986006","<python><reference><pass-by-reference>","94","20090612","10"
"5733113","<python><sqlalchemy>","93","20110420","1"
"26595","<python>","93","20080825","9"
"4087919","<python><image-processing>","90","20101103","3"
"68645","<python><class><static><class-variables>","88","20080916","8"
"273192","<python>","87","20081107","6"
"6964392","<python><c><performance><haskell><erlang>","87","20110806","9"
"312443","<python><list><chunks>","85","20081123","14"
"110186","<python><django><google-app-engine>","84","20080921","12"
"2123369","<python><django><openid>","83","20100123","6"
"230751","<python><printing><flush>","82","20081023","7"
"261638","<python><licensing><obfuscation><restrict>","81","20081104","20"
"613183","<python><list><dictionary><sorting><tuples>","81","20090305","12"
"206154","<python><soap><soap-client>","80","20081015","15"
"895371","<python><algorithm><homework><sorting><bubble-sort>","78","20090521","7"
"4502656","<python><image-processing>","77","20101221","3"
"1231688","<python><packages><setuptools><easy-install>","77","20090805","10"
"371966","<python>","77","20081216","40"
"991904","<java><python><multithreading><jvm><gil>","77","20090614","3"
"72899","<python><list><sorting><dictionary>","77","20080916","9"
"1476","<python><syntax><binary><literals>","75","20080804","5"
"38338","<python><ruby><game-development><lua>","73","20080901","28"
"279237","<python><import><relative-path>","72","20081110","14"
"1450393","<python><stdin>","72","20090920","7"
"698","<python><tools><ide><code-completion><wing-ide>","72","20080803","51"
"1436703","<python>","71","20090917","6"
"6074018","<python>","69","20110520","9"
"510972","<python><introspection><instanceof><python-datamodel>","68","20090204","3"
"36901","<python><syntax>","68","20080831","8"
"379906","<python><string><parsing><float><int>","67","20081219","10"
"132058","<python><stack-trace><stuck>","67","20080925","13"
"309412","<python><windows><setuptools>","67","20081121","14"
"576169","<python><inheritance><super>","67","20090223","2"
"175044","<python><django><ide>","67","20081006","27"
"111857","<python>","65","20080921","34"
"52652","<python><graphics>","64","20080909","15"
"170921","<python><python-3.x>","64","20081004","17"
"682367","<python><string><string-comparison><fuzzy-comparison>","63","20090325","8"
"487224","<python><django><profiling><memory-management><mod-python>","63","20090128","10"
"1297660","<python><pyqt><pyside>","63","20090819","8"
"72852","<python>","62","20080916","10"
"144661","<python><ruby><lisp><metaprogramming>","62","20080927","32"
"2933","<python><gui><deployment><release-management>","62","20080805","11"
"306400","<python><list><random>","61","20081120","1"
"455580","<javascript><python><json>","61","20090118","7"
"1085898","<java><python><google-app-engine>","61","20090706","13"
"682504","<python><coding-style><pythonic>","61","20090325","6"
"600268","<python><exists><mkdir>","61","20090301","5"
"1952464","<python>","61","20091223","8"
"354038","<python><casting>","60","20081209","12"
"85451","<python>","60","20080917","12"
"2560310","<python><google>","60","20100401","4"
"3220404","<python><setuptools><pip><pypi>","60","20100710","5"
"3061","<python>","60","20080806","4"
"845058","<python><textfiles><line-count>","60","20090510","15"
"177799","<python><pdf><latex><reporting><pdf-generation>","59","20081007","15"
"323972","<python><multithreading>","59","20081127","7"
"588958","<python><discussion><stackless>","58","20090226","3"
"120656","<python><filesystems>","58","20080923","5"
"610883","<python><attributes>","57","20090304","6"
"227459","<python><ascii>","56","20081022","3"
"60208","<python><switch-statement>","56","20080913","18"
"191673","<python><unit-testing><nose><py.test>","56","20081010","10"
"29578","<python><tutorials>","56","20080827","9"
"842059","<python><portability><username>","56","20090508","6"
"534839","<python><guid><uuid>","55","20090210","2"
"541390","<python><filenames>","55","20090212","3"
"1824418","<python><networking><twisted><asynchronous>","55","20091201","13"
"522563","<python><loops><list>","55","20090206","4"
"2068372","<python><optimization><math><project-euler><primes>","54","20100114","17"
"2970608","<python><tuples><namedtuple>","54","20100603","4"
"225598","<python><continuous-integration>","54","20081022","8"
"478760","<java><python><django><google-app-engine><cms>","54","20090126","14"
"713847","<python><web-services><rest><frameworks>","54","20090403","14"
"1099305","<python><ruby-on-rails><ruby><web-frameworks>","54","20090708","15"
"457757","<python><books>","53","20090119","16"
"55056","<python><django><search><search-engine>","53","20080910","14"
"38238","<python>","53","20080901","10"
