"1242460","<python>","7","20090807","8"
"1872261","<python><example><while-loops><prime-factoring>","0","20091209","8"
"6649096","<python>","4","20110711","6"
"1038824","<python><string>","10","20090624","10"
"1483429","<python><syntax>","2","20090927","7"
"3446878","<python>","0","20100810","7"
"2053492","<python><list>","2","20100113","6"
"2371436","<python><math>","2","20100303","7"
"9072669","<python><testing><logic><expression>","2","20120131","6"
"1815528","<python><list><tuples>","3","20091129","7"
"2136267","<python><beautifulsoup>","6","20100125","6"
"7790811","<javascript><python><string><node.js>","1","20111017","7"
"4992739","<python>","4","20110214","6"
"3957164","<python><regex>","2","20101018","6"
"566559","<python><command-line>","4","20090219","6"
"4664568","<javascript><python>","0","20110112","8"
"7634688","<python><dictionary>","0","20111003","6"
"8067765","<python><pythonic>","5","20111109","6"
"4150563","<python>","0","20101111","7"
"5886985","<python><file><dictionary><io><backspace>","1","20110504","6"
"5704292","<python>","3","20110418","6"
"4431252","<python><project-euler>","2","20101213","7"
"886629","<python><iterator>","1","20090520","7"
"4229235","<python><cidr>","2","20101119","6"
"184643","<python>","12","20081008","6"
"4446380","<python><list>","0","20101215","6"
"2081168","<python><syntax>","1","20100117","7"
"1815258","<python><list>","2","20091129","8"
"1774616","<python><list>","0","20091121","6"
"2634732","<c#><.net><php><c++><python>","1","20100414","6"
"1938227","<python><int><iterate>","0","20091221","7"
"5917537","<python><posix>","10","20110506","6"
"289735","<python>","2","20081114","6"
"2081929","<python><function>","0","20100117","6"
"4113307","<python>","7","20101106","6"
"8483080","<python><math><trigonometry>","2","20111213","6"
"4946696","<python>","0","20110209","7"
"4986756","<python>","2","20110213","6"
"903130","<python><exception><exception-handling><attributes><hasattr>","7","20090524","8"
"2365411","<python><unicode><utf-8><character-encoding><ascii>","6","20100302","7"
"753052","<python><html>","24","20090415","7"
"2136928","<python><django>","0","20100126","6"
"4103031","<python><tools><namespaces><coding-style>","2","20101105","6"
"2433167","<python><optimization>","2","20100312","7"
"1947030","<python><ternary-operator>","7","20091222","12"
"2414201","<python><list><sorting><dictionary>","1","20100310","6"
"6728719","<python><algorithm><list><optimization><dictionary>","7","20110718","8"
"2081991","<python><regex><function>","1","20100117","6"
"2915095","<python><algorithm><data-structures>","2","20100526","6"
"2005956","<python><function><nested>","3","20100105","7"
"6481429","<python><homework>","0","20110626","7"
"1577031","<python><homework>","-1","20091016","6"
"6387839","<python><variables><global>","-1","20110617","6"
